shipment_id,po_number,invoice_number,supplier_id,sku,order_date,etd_shipped,eta_planned,ata_arrival,customs_cleared,warehouse_receipt,carrier,vessel_voyage,incoterm,container_type,origin_port,destination_port,quantity,unit_price_usd,fob_total_usd,freight_usd,insurance_usd,net_weight_kg,gross_weight_kg,volume_cbm,hs_code,customs_value_usd,duty_igi_mxn,dta_mxn,iva_mxn,broker_fee_mxn,drayage_mxn,demurrage_mxn,storage_mxn,fx_rate_applied,qc_units_rejected,qc_inspection_notes,country_of_origin
IMP-2025-0264,PO-202507-033,INV-1006-202507-0002,SUP-1006,SKU-101,2025-07-24,2025-09-11,2025-10-16,2025-10-16,2025-10-20,2025-10-23,MSC,YM WELLNESS 286W,CIF,40HC,Ningbo-Zhoushan,Manzanillo,2,"163,821.93",327643.86,,,17085.0,18801.2,60.28,8515310100,329054.35,"MXN 610,606.41",48848.51,1082483.05,7097.49,33473.2,0.0,0.0,18.5564,3,Sello de empaque roto,China
IMP-2025-0265,PO-202507-034,INV-1007-202507-0009,SUP-1007,SKU-110,2025-07-24,2025-09-17,2025-10-24,2025-11-05,2025-11-09,2025-11-13,Maersk,COSCO VEGA 745E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,3,"$20,082.59",60247.77,7431.81,328.43,14069.7,15407.9,34.58,8456110100,68008.01,126188.86,10095.11,223707.62,3874.94,40669.49,,0.0,18.555,,,China
IMP-2025-0266,PO-202507-035,INV-1001-202507-0003,SUP-1001,SKU-125,2025-07-25,2025-10-02,2025-10-31,2025-10-31,2025-11-02,2025-11-03,Maersk,MSC PALOMA 838E,FOB,20GP,Yantian,Lázaro Cárdenas,3,"15,346.83",46040.49,8616.7,274.66,9991.5,11158.8,21.42,8414809900,54931.85,152900.61,8154.7,188862.83,7393.26,67680.69,0.0,0.0,18.5564,,,China
IMP-2025-0267,PO-202507-036,INV-1003-202507-0005,SUP-1003,SKU-113,2025-07-26,2025-10-23,2025-11-20,2025-11-20,2025-11-23,2025-11-27,Evergreen Marine,ONE APUS 127W,DDP,40GP,Nansha,Manzanillo,2,60029.87,"$120,059.74",8779.0,,6391.4,7362.7,34.95,8456110100,129300.76,239917.56,19193.4,425325.85,8871.51,32709.63,0.0,0.0,18.555,,,China
IMP-2025-0268,PO-202507-037,INV-1007-202507-0010,SUP-1007,SKU-141,2025-07-26,2025-09-18,2025-10-25,2025-10-25,2025-10-29,2025-10-30,Evergreen Marine,MAERSK COLUMBUS 220E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,1,26675.91,"$26,675.91",8929.49,,1895.6,2177.0,4.25,8515310100,35701.6,99373.98,5299.95,122746.73,3801.67,23355.76,0.0,0.0,18.5564,,,China
IMP-2025-0269,PO-202507-038,INV-1002-202507-0004,SUP-1002,SKU-107,2025-07-27,2025-09-02,2025-10-06,2025-10-06,2025-10-08,2025-10-12,Hapag-Lloyd,EVER LIBRA 684E,DDP,40GP,Shekou,Manzanillo,2,"$42,477.30",84954.60,8801.98,,21084.8,24192.3,26.92,8458110100,94073.79,174567.09,13965.37,309472.53,4076.26,23378.61,0.0,,18.5564,,,China
IMP-2025-0270,PO-202507-039,INV-1014-202507-0002,SUP-1014,SKU-116,07/28/2025,10/13/2025,11/14/2025,11/14/2025,12/01/2025,12/04/2025,COSCO Shipping Lines,COSCO ARIES 242W,CIF,20GP,Nantong,Manzanillo,6,83581.76,501490.56,0.0,,38528.4,41700.8,62.0,8477100100,503561.32,934358.03,74748.64,1656429.91,6735.02,73449.23,0.0,,18.555,,,China
IMP-2025-0271,PO-202508-001,INV-1006-202508-0001,SUP-1006,SKU-138,2025-08-01,2025-09-24,2025-10-29,2025-10-29,2025-11-06,2025-11-08,Yang Ming Marine Transport,MSC ANZU 216W,DDP,40GP,Ningbo-Zhoushan,Manzanillo,1,"$10,856.48","$10,856.48",5513.23,58.11,5253.7,5729.8,12.97,8428330100,16427.82,30484.12,2438.73,54042.25,8651.07,19822.25,0.0,,18.5564,,,China
IMP-2025-0272,PO-202508-002,INV-1002-202508-0001,SUP-1002,SKU-107,01/08/2025,22/09/2025,26/10/2025,29/10/2025,01/11/2025,05/11/2025,Hapag-Lloyd,YM WELLNESS 810E,FOB,40GP,Shekou,Manzanillo,3,46981.85,"$140,945.55",6435.83,,31627.2,35269.4,41.68,8458110100,148039.07,274707.22,21976.58,487000.96,4026.34,31682.93,0.0,,18.5564,,,China
IMP-2025-0273,PO-202508-003,INV-1005-202508-0001,SUP-1005,SKU-138,2025-08-01,2025-10-07,2025-11-14,2025-11-14,2025-11-27,2025-11-28,Hapag-Lloyd,MAERSK COLUMBUS 168W,EXW,40GP,Shekou,Manzanillo,3,12246.80,"$36,740.40",,0.0,15761.1,18001.1,38.83,8428330100,44486.13,82544.01,6603.52,146334.03,6283.46,41553.21,0.0,10648.98,18.555,,,China
IMP-2025-0274,PO-202508-004,INV-1013-202508-0001,SUP-1013,SKU-117,2025-08-02,2025-10-23,2025-11-19,2025-12-07,2025-12-11,2025-12-15,Maersk,HAPAG BERLIN EXPRESS 139W,FOB,40GP,Shanghai,Lázaro Cárdenas,2,31615.06,63230.12,7027.78,313.7,23168.0,26131.6,34.5,8477100100,70571.6,130001.36,10400.11,230466.4,4681.54,39280.4,0.0,0.0,18.4212,,,China
IMP-2025-0275,PO-202508-005,INV-1004-202508-0001,SUP-1004,SKU-136,04/08/2025,03/10/2025,06/11/2025,06/11/2025,15/11/2025,19/11/2025,MSC,ONE APUS 844E,FOB,20GP,Yantian,Manzanillo,1,18301.15,"$18,301.15",7376.85,105.76,1677.1,1893.3,6.1,8480710100,25783.76,23920.88,3827.34,80986.54,8898.72,18159.73,0.0,0.0,18.555,,,China
IMP-2025-0276,PO-202508-006,INV-1002-202508-0002,SUP-1002,SKU-125,06/08/2025,01/10/2025,29/10/2025,29/10/2025,05/11/2025,06/11/2025,Evergreen Marine,MSC PALOMA 355E,FOB,40'GP,Shekou,Lázaro Cárdenas,2,"$14,574.53",29149.06,9172.97,118.91,6661.0,7582.3,13.01,8414809900,38440.94,106998.82,5706.6,132164.94,3522.37,43913.38,0.0,,18.5564,,,China
IMP-2025-0277,PO-202508-007,INV-1013-202508-0002,SUP-1013,SKU-117,06-08-2025,17-10-2025,16-11-2025,16-11-2025,20-11-2025,24-11-2025,MSC,YM WELLNESS 795W,CIF,40GP,Shanghai,Manzanillo,1,32514.68,"$32,514.68",0.0,,11584.0,13069.6,16.54,8477100100,32680.33,60638.35,4851.07,107499.67,4039.86,26585.98,0.0,0.0,18.555,,,China
IMP-2025-0278,PO-202508-008,INV-1010-202508-0001,SUP-1010,SKU-103,2025-08-08,2025-10-20,2025-11-17,2025-11-17,2025-11-20,2025-11-22,MSC,MAERSK COLUMBUS 488W,FOB,40GP,Taizhou,Manzanillo,3,166478.97,"$499,436.91",7258.0,,55023.6,59847.3,51.07,8457100100,509590.43,945545.04,75643.6,1676262.25,6141.74,42411.95,0.0,0.0,18.555,,Vibración excesiva al arranque,China
IMP-2025-0279,PO-202508-009,INV-1004-202508-0002,SUP-1004,SKU-128,08/08/2025,10/22/2025,11/29/2025,11/29/2025,12/06/2025,12/10/2025,Evergreen Marine,MSC PALOMA 362W,FOB,40GP,Yantian,Manzanillo,3,"52,855.96",158567.88,6621.01,913.69,15458.4,17757.1,36.26,8422309900,166102.58,308203.34,24656.27,546382.88,6075.88,43173.95,0.0,0.0,18.555,,,China
IMP-2025-0280,PO-202508-010,INV-1010-202508-0002,SUP-1010,SKU-110,2025-08-08,2025-10-04,2025-11-09,2025-11-17,2025-11-19,2025-11-21,Maersk,MAERSK ESSEX 330E,FOB,20GP,Taizhou,Veracruz,4,"17,935.62",71742.48,8353.58,,18759.6,20362.3,46.93,8456110100,80519.39,149403.73,11952.3,264862.93,5343.99,113775.42,0.0,0.0,18.555,,,China
IMP-2025-0281,PO-202508-011,INV-1013-202508-0003,SUP-1013,SKU-123,08/09/2025,10/31/2025,12/07/2025,12/07/2025,12/14/2025,12/16/2025,MSC,MAERSK COLUMBUS 732W,FOB,20GP,Shanghai,Manzanillo,1,"18,579.50",18579.50,,,1535.9,1759.0,7.58,8414809900,23854.21,65913.48,3515.39,81416.33,8705.27,20520.61,0.0,,18.4212,0,No issues found on inspection,China
IMP-2025-0282,PO-202508-012,INV-1013-202508-0004,SUP-1013,SKU-137,2025-08-09,2025-09-23,2025-10-24,2025-10-24,2025-10-31,2025-11-04,Hapag-Lloyd,EVER LIBRA 859E,CIF,40 HC,Shanghai,Manzanillo,1,32292.99,32292.99,0.0,,5455.3,6063.7,17.18,8428330100,32415.32,"MXN 60,151.16",4812.09,106635.98,8071.19,19399.75,0.0,0.0,18.5564,,,China
IMP-2025-0283,PO-202508-013,INV-1005-202508-0002,SUP-1005,SKU-117,09/08/2025,18/10/2025,21/11/2025,21/11/2025,26/11/2025,27/11/2025,Yang Ming Marine Transport,YM WELLNESS 281E,FOB,40GP,Shekou,Manzanillo,3,31898.44,95695.32,,454.48,34752.0,38383.0,47.66,8477100100,102228.21,"MXN 189,684.44",15174.76,336272.58,3737.97,37392.71,0.0,0.0,18.555,,,China
IMP-2025-0284,PO-202508-014,INV-1004-202508-0003,SUP-1004,SKU-138,11-08-2025,04-10-2025,03-11-2025,15-11-2025,21-11-2025,22-11-2025,Yang Ming Marine Transport,MSC ANZU 880E,FOB,40GP,Yantian,Manzanillo,6,11747.46,"$70,484.76",6974.72,361.01,31522.2,36041.5,76.68,8428330100,77820.49,144395.92,11551.67,255985.09,6889.84,59894.32,0.0,0.0,18.555,5,Vibración excesiva al arranque,China
IMP-2025-0285,PO-202508-015,INV-1013-202508-0005,SUP-1013,SKU-120,2025-08-11,2025-11-15,2025-12-23,2025-12-23,2025-12-30,2026-01-03,Yang Ming Marine Transport,YM WELLNESS 246W,FOB,20GP,Shanghai,Manzanillo,2,59467.79,"$118,935.58",6820.31,,4365.6,4916.0,5.76,8479500100,126207.27,116244.47,18599.11,393557.27,8957.73,25663.98,0.0,0.0,18.4212,,,China
IMP-2025-0286,PO-202508-016,INV-1012-202508-0001,SUP-1012,SKU-108,12/08/2025,05/10/2025,08/11/2025,08/11/2025,17/11/2025,20/11/2025,Hapag-Lloyd,HAPAG BERLIN EXPRESS 752W,FOB,20GP,Shanghai,Manzanillo,4,"112,553.66",450214.64,8160.83,1958.01,44876.8,51780.3,43.43,8458110100,460333.48,854148.77,68331.9,1514234.94,7577.01,51860.92,0.0,0.0,18.555,,,China
IMP-2025-0287,PO-202508-017,INV-1002-202508-0003,SUP-1002,SKU-124,08/12/2025,10/24/2025,11/28/2025,11/28/2025,12/04/2025,12/07/2025,Hapag-Lloyd,COSCO VEGA 742E,FOB,20GP,Shekou,Lázaro Cárdenas,6,"7,464.00",44784.00,8061.99,,3427.2,3923.9,29.79,8414809900,53023.68,"MXN 147,578.16",7870.84,182288.54,3567.55,80967.03,,0.0,18.555,,,China
IMP-2025-0288,PO-202508-018,INV-1013-202508-0006,SUP-1013,SKU-115,12/08/2025,28/10/2025,02/12/2025,02/12/2025,10/12/2025,13/12/2025,Maersk,YM WELLNESS 666E,FOB,40GP,Shanghai,"LÁZARO CÁRDENAS, MICH",4,"40.613,62","$162,454.48",,923.92,18252.0,20723.6,75.67,8477100100,173410.96,319443.8,25555.5,566309.96,8176.24,73409.22,0.0,0.0,18.4212,,,China
IMP-2025-0289,PO-202508-019,INV-1010-202508-0003,SUP-1010,SKU-113,2025-08-13,2025-11-17,2025-12-16,2025-12-21,2025-12-24,2025-12-26,Evergreen Marine,MAERSK ESSEX 425E,DDP,40GP,Taizhou,Manzanillo,1,"$62,164.09","$62,164.09",9032.33,,3195.7,3635.4,18.33,8456110100,71569.23,131839.11,10547.13,233724.37,7068.39,23809.09,0.0,0.0,18.4212,,,China
IMP-2025-0290,PO-202508-020,INV-1009-202508-0001,SUP-1009,SKU-122,13-08-2025,11-11-2025,11-12-2025,11-12-2025,14-12-2025,18-12-2025,Yang Ming Marine Transport,YM WELLNESS 129W,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,3,23298.95,"$69,896.85",6660.57,334.97,3882.6,4380.0,12.16,8414809900,76892.39,212467.51,11331.6,262439.87,7467.19,68060.56,,,18.4212,,,China
IMP-2025-0291,PO-202508-021,INV-1012-202508-0002,SUP-1012,SKU-103,2025-08-14,2025-10-30,2025-11-29,2025-12-01,2025-12-09,2025-12-11,Yang Ming Marine Transport,MAERSK ESSEX 263W,FOB,40GP,Shanghai,Manzanillo,4,161074.19,"$644,296.76",,2342.85,73364.8,84607.2,69.4,8457 10 01 00,653094.27,1203078.02,96246.24,2132816.71,6897.59,49708.13,0.0,0.0,18.4212,,,China
IMP-2025-0292,PO-202508-022,INV-1002-202508-0004,SUP-1002,SKU-124,16/08/2025,01/11/2025,06/12/2025,06/12/2025,10/12/2025,12/12/2025,COSCO Shipping Lines,MAERSK ESSEX 661E,FOB,20GP,Shekou,Manzanillo,2,7247.25,"$14,494.50",5536.85,,1142.4,1313.9,9.88,8414809900,20094.4,55524.44,2961.3,68583.79,7288.85,28902.69,0.0,0.0,18.4212,,,China
IMP-2025-0293,PO-202508-023,INV-1006-202508-0002,SUP-1006,SKU-125,08/16/2025,10/12/2025,11/08/2025,11/08/2025,11/13/2025,11/17/2025,Hapag-Lloyd,COSCO ARIES 498E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,3,"$15,234.13","$45,702.39",6009.03,,9991.5,11123.3,20.88,8414809900,51849.92,144311.29,7696.6,178253.31,7384.89,35234.25,0.0,0.0,18.555,,,China
IMP-2025-0294,PO-202508-024,INV-1002-202508-0005,SUP-1002,SKU-106,16/08/2025,06/11/2025,07/12/2025,07/12/2025,13/12/2025,16/12/2025,Ocean Network Express,MAERSK COLUMBUS 413W,fob,40GP,Shekou,Manzanillo,6,85928.44,515570.64,8832.64,2689.08,79963.8,92661.4,96.25,8458110100,527092.36,970967.38,77677.39,1721330.97,4674.28,60352.47,0.0,0.0,18.4212,,,China
IMP-2025-0295,PO-202508-025,INV-1001-202508-0001,SUP-1001,SKU-121,2025-08-17,2025-11-07,2025-12-14,2025-12-14,2025-12-21,2025-12-24,MSC,EVER LIBRA 634E,FOB,20GP,Yantian,Manzanillo,2,"60,049.08",120098.16,7169.93,552.74,4731.8,5404.9,17.62,8479500100,127820.83,117730.65,18836.9,398588.9,8820.27,32907.6,,0.0,18.4212,,,China
IMP-2025-0296,PO-202508-026,INV-1011-202508-0001,SUP-1011,SKU-139,18-08-2025,02-10-2025,09-11-2025,09-11-2025,16-11-2025,20-11-2025,Maersk,ONE APUS 425E,CIF,20GP,Shanghai,Veracruz,2,22883.15,"$45,766.30",0.0,173.2,2067.6,2345.2,18.54,8428330100,45939.5,85240.74,6819.26,151114.79,7603.08,79639.25,0.0,,18.555,0,No issues found on inspection,China
IMP-2025-0297,PO-202508-027,INV-1003-202508-0001,SUP-1003,SKU-113,20/08/2025,10/11/2025,14/12/2025,14/12/2025,23/12/2025,27/12/2025,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 821E,CIF,40GP,Nansha,Manzanillo,4,5898291.00,"$235,931.64",,953.75,12782.8,13877.9,70.83,8456110100,236885.39,436371.31,34909.71,773599.07,7592.19,42902.71,,,18.4212,,,China
IMP-2025-0298,PO-202508-028,INV-1014-202508-0001,SUP-1014,SKU-118,2025-08-20,2025-11-04,2025-12-07,2025-12-07,2025-12-09,2025-12-12,COSCO Shipping Lines,MSC PALOMA 734W,FOB,40GP,NANTONG,Manzanillo,1,29004.17,"$29,004.17",6441.8,133.88,7641.5,6672.8,12.71,8414809900,35579.85,65542.35,5243.39,116193.48,8235.58,17984.78,,0.0,18.4212,0,Sin observaciones durante la inspección,China
IMP-2025-0299,PO-202508-029,INV-1007-202508-0001,SUP-1007,SKU-142,2025-08-23,2025-11-01,2025-11-30,2025-11-30,2025-12-20,2025-12-24,COSCO SHIPPING LINES,COSCO ARIES 754E,CIF,20GP,Ningbo-Zhoushan,Manzanillo,2,6935.42,13870.84,0.0,,2373.8,2634.9,6.99,8515310100,13920.93,38745.43,2066.42,47858.35,4831.57,31532.44,0.0,0.0,18.555,0,Sin observaciones durante la inspección,China
IMP-2025-0300,PO-202508-030,INV-1006-202508-0003,SUP-1006,SKU-110,2025-08-24,2025-10-13,2025-11-14,2025-11-26,2025-12-03,2025-12-06,COSCO,COSCO ARIES 106E,EXW,20GP,"Ningbo, CN",Manzanillo,2,18385.17,"$36,770.34",7784.81,0.0,9379.8,10174.5,23.71,8456110100,44555.15,82672.08,6613.77,146561.06,6792.38,29817.31,32402.98,0.0,18.555,,,China
IMP-2025-0301,PO-202508-031,INV-1011-202508-0002,SUP-1011,SKU-127,2025-08-25,2025-11-07,2025-12-11,2025-12-11,2025-12-19,2025-12-22,Hapag-Lloyd,YM WELLNESS 328W,FOB,40GP,Shanghai,Manzanillo,2,"57.146,13",114292.26,9031.52,636.8,7651.0,8453.2,36.27,8422.30.99.00,123960.58,228350.26,18268.02,404819.35,3725.67,25040.33,0.0,,18.4212,,,China
IMP-2025-0302,PO-202508-032,INV-1005-202508-0003,SUP-1005,SKU-129,2025-08-26,2025-11-25,2025-12-27,2025-12-27,2026-01-02,2026-01-04,Hapag-Lloyd,HAPAG BERLIN EXPRESS 479E,FOB,40GP,Shekou,Manzanillo,6,39705.85,238235.10,,828.71,46632.0,50500.9,113.63,8422309900,245790.33,452775.28,36222.02,802680.02,4223.07,68328.65,0.0,,18.4212,,,China
IMP-2025-0303,PO-202508-033,INV-1013-202508-0007,SUP-1013,SKU-137,45895,45938,45972,45972,45992,45995,Yang Ming Marine Transport,COSCO VEGA 847W,FOB,40GP,Shanghai,Lázaro Cárdenas,2,35338.81,70677.62,9015.02,,10910.6,12413.3,36.97,8428330100,79935.7,148320.69,11865.66,262942.92,8718.81,38436.57,,3523.23,18.555,1,Guard cracked during transit,China
IMP-2025-0304,PO-202508-034,INV-1006-202508-0004,SUP-1006,SKU-101,27/08/2025,13/10/2025,23/11/2025,25/11/2025,04/12/2025,05/12/2025,Hapag-Lloyd,MAERSK COLUMBUS 850W,FOB,40HC,Ningbo-Zhoushan,Veracruz,1,159710.77,"$159,710.77",10064.85,588.57,8542.5,9390.2,29.8,8457100100,170364.19,316110.75,25288.86,560401.15,3855.6,51695.77,0.0,0.0,18.555,,,China
IMP-2025-0305,PO-202508-035,INV-1007-202508-0002,SUP-1007,SKU-129,27/08/2025,09/11/2025,14/12/2025,14/12/2025,16/12/2025,18/12/2025,Yang Ming Marine Transport,MSC PALOMA 213E,FOB,,Ningbo-Zhoushan,Lázaro Cárdenas,1,"36,333.30","$36,333.30",6092.26,197.8,7772.0,8740.2,17.05,8422309900,42623.36,78517.34,6281.39,139195.55,7830.02,32849.09,0.0,0.0,18.4212,0,No issues found on inspection,China
IMP-2025-0306,PO-202508-036,INV-1012-202508-0003,SUP-1012,SKU-129,08/27/2025,11/10/2025,12/11/2025,12/11/2025,12/20/2025,12/23/2025,Maersk,ONE APUS 669W,FOB,40GP,Shanghai,Manzanillo,2,"39,528.06",79056.12,,,15544.0,17116.5,36.39,8422309900,85731.46,157927.64,12634.21,279974.12,6943.14,32032.54,0.0,0.0,18.4212,,,China
IMP-2025-0307,PO-202508-037,INV-1007-202508-0003,SUP-1007,SKU-129,08/27/2025,11/16/2025,12/22/2025,12/22/2025,12/30/2025,01/01/2026,Yang Ming Marine Transport,MSC PALOMA 211W,FOB,40GP,Ningbo-Zhoushan,Manzanillo,1,36705.96,"$36,705.96",7244.21,141.11,7772.0,8877.6,17.27,8422309900,44091.28,"MXN 81,221.43",6497.71,143989.35,8199.77,17901.59,0.0,0.0,18.4212,,,China
IMP-2025-0308,PO-202508-038,INV-1011-202508-0003,SUP-1011,SKU-129,2025-08-27,2025-11-15,2025-12-18,2025-12-18,2025-12-27,2025-12-30,Ocean Network Express,EVER LIBRA 491E,ddp,40GP,Shanghai,Manzanillo,1,"53,767.97","$53,767.97",6556.81,,3825.5,4174.2,19.82,8422309900,60534.74,111512.26,8920.98,197688.93,6284.08,24144.14,0.0,0.0,18.4212,0,No issues found on inspection,China
IMP-2025-0309,PO-202508-039,INV-1014-202508-0002,SUP-1014,SKU-119,2025-08-28,2025-11-01,2025-12-09,2025-12-09,2025-12-11,2025-12-14,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 794W,EXW,20GP,Nantong,Manzanillo,3,49951.74,149855.22,,,7464.9,8310.8,10.68,847950,157353.86,144932.35,23189.18,490682.95,6362.23,45876.12,0.0,0.0,18.4212,,,China
IMP-2025-0310,PO-202509-001,INV-1001-202509-0001,SUP-1001,SKU-111,09/01/2025,10/29/2025,11/29/2025,11/29/2025,12/02/2025,12/04/2025,Hapag-Lloyd,YM WELLNESS 150W,FOB,40GP,Yantian,Manzanillo,2,43422.02,86844.04,8209.91,406.59,3712.0,4027.7,31.4,8456110100,95460.54,177127.03,14170.16,314010.8,9051.7,24011.96,0.0,,18.555,,,China
IMP-2025-0311,PO-202509-002,INV-1007-202509-0001,SUP-1007,SKU-129,04/09/2025,12/12/2025,16/01/2026,16/01/2026,07/02/2026,08/02/2026,,HAPAG BERLIN EXPRESS 256W,FOB,40GP,Ningbo-Zhoushan,Manzanillo,1,"36,741.55",36741.55,7871.6,,7772.0,8991.4,18.47,842230,44826.91,82434.0,6594.72,146138.99,9066.24,24706.55,,3651.57,18.3894,,,China
IMP-2025-0312,PO-202509-003,INV-1003-202509-0001,SUP-1003,SKU-113,2025-09-07,2025-12-16,2026-01-17,2026-01-17,2026-01-23,2026-01-25,Evergreen Marine,ONE APUS 284E,FOB,40GP,Nansha,Manzanillo,1,61700.90,"$61,700.90",6923.26,307.66,3195.7,3539.9,17.76,8456110100,68931.82,126761.48,10140.92,224722.75,4092.21,20710.13,0.0,0.0,18.3894,0,No issues found on inspection,China
IMP-2025-0313,PO-202509-004,INV-1013-202509-0001,SUP-1013,SKU-117,45908,45994,46029,46029,46031,46033,Evergreen Marine,HAPAG BERLIN EXPRESS 714E,CIF,40GP,Shanghai,Manzanillo,1,"33,731.35","$33,731.35",0.0,,11584.0,12816.4,17.24,8477100100,33862.54,"MXN 62,271.18",4981.69,110394.35,7439.34,24910.64,0.0,0.0,18.3894,,,China
IMP-2025-0314,PO-202509-005,INV-1006-202509-0001,SUP-1006,SKU-119,08/09/2025,03/12/2025,28/12/2025,28/12/2025,01/01/2026,05/01/2026,Hapag-Lloyd,EVER LIBRA 152E,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,2,"49,468.48",98936.96,7830.8,,4976.6,5714.4,7.29,8479500100,107090.64,98636.9,15781.9,333945.11,6252.29,38315.17,0.0,0.0,18.4212,,,China
IMP-2025-0315,PO-202509-006,INV-1012-202509-0001,SUP-1012,SKU-103,2025-09-09,2025-12-04,2026-01-15,2026-01-15,2026-01-23,2026-01-24,Ocean Network Express,HAPAG BERLIN EXPRESS 345W,CIF,40GP,Shanghai,Veracruz,4,"$172,453.45",689813.80,0.0,2872.11,73364.8,84505.7,72.5,8457100100,692685.91,1273807.83,101904.63,2258206.52,6077.36,113600.28,,0.0,18.3894,,,China
IMP-2025-0316,PO-202509-007,INV-1005-202509-0001,SUP-1005,SKU-139,09/09/2025,27/10/2025,24/11/2025,25/11/2025,04/12/2025,08/12/2025,Hapag-Lloyd,MAERSK COLUMBUS 663E,EXW,20GP,Shekou,Lázaro Cárdenas,4,21124.81,84499.24,7453.92,,4135.2,4633.6,37.89,8428330100,91953.16,170619.09,13649.53,302473.52,4586.76,71240.97,0.0,0.0,18.555,0,No issues found on inspection,China
IMP-2025-0317,PO-202509-008,INV-1002-202509-0001,SUP-1002,SKU-102,09/10/2025,11/06/2025,12/11/2025,12/29/2025,01/05/2026,01/08/2026,COSCO Shipping Lines,MAERSK ESSEX 741W,FOB,40GP,Shekou,Manzanillo,1,9769110.00,97691.10,5627.61,,15063.7,16488.6,19.24,8457100100,103809.93,191230.35,15298.43,339013.16,6582.42,25507.33,,,18.4212,,,China
IMP-2025-0318,PO-202509-009,INV-1002-202509-0002,SUP-1002,SKU-106,2025-09-11,2025-11-22,2026-01-01,2026-01-01,2026-01-05,2026-01-08,OCEAN NETWORK EXPRESS,ONE APUS 679E,FOB,40GP,Shekou,veracruz,1,82094.91,"$82,094.91",10129.85,323.26,13327.3,15281.2,17.43,8458110100,92548.02,170190.26,13615.22,301713.29,8020.11,64703.96,0.0,,18.3894,,,China
IMP-2025-0319,PO-202509-010,INV-1003-202509-0002,SUP-1003,SKU-999,11/09/2025,05/12/2025,,01/01/2026,10/01/2026,12/01/2026,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 314W,FOB,20GP,Nansha,LZC,2,18789.76,37579.52,7758.1,,3071.8,3467.0,14.27,8414809900,45529.73,125589.66,6698.12,155128.35,5614.54,44432.52,0.0,0.0,18.3894,,,China
IMP-2025-0320,PO-202509-011,INV-1002-202509-0003,SUP-1002,SKU-128,2025-09-12,2025-12-01,2026-01-02,2026-01-05,2026-01-16,2026-01-19,Maersk,HAPAG BERLIN EXPRESS 598W,FOB,20GP,Shekou,Lázaro Cárdenas,4,50046.00,200184.00,6697.9,,20611.2,22575.4,44.85,8422309900,207872.63,382265.29,30581.22,677679.91,6223.11,58313.29,,0.0,18.3894,72,Vibración excesiva al arranque,China
IMP-2025-0321,PO-202509-012,INV-1002-202509-0004,SUP-1002,SKU-106,09/13/2025,12/08/2025,01/15/2026,01/15/2026,01/21/2026,01/22/2026,cosco shipping lines,MAERSK ESSEX 758W,FOB,40GP,Shekou,Manzanillo,4,84956.58,"$339,826.32",,1171.46,53309.2,59342.1,69.05,8458110100,348912.25,641628.69,51330.3,1137479.35,4427.31,47045.59,0.0,0.0,18.3894,5,Sello de empaque roto,China
IMP-2025-0322,PO-202509-013,INV-1009-202509-0001,SUP-1009,SKU-131,14/09/2025,12/12/2025,26/01/2026,26/01/2026,01/02/2026,03/02/2026,Hapag-Lloyd,YM WELLNESS 159W,CIF,40HC,Ningbo-Zhoushan,Veracruz,2,76529.84,"$153,059.68",0.0,756.38,45155.4,49255.4,51.88,8462910100,153816.06,282858.51,22628.68,501451.56,4553.97,83109.98,,0.0,18.3894,,,China
IMP-2025-0323,PO-202509-014,INV-1003-202509-0003,SUP-1003,SKU-113,09/14/2025,12/12/2025,01/13/2026,01/13/2026,01/22/2026,01/25/2026,Maersk,EVER LIBRA 154E,FOB,40 HC,Nansha,Lázaro Cárdenas,1,64391.73,"$64,391.73",5365.62,,3195.7,3597.8,18.34,8456110100,70128.37,128961.86,10316.95,228623.59,9116.88,37863.42,,0.0,18.3894,,,China
IMP-2025-0324,PO-202509-015,INV-1013-202509-0002,SUP-1013,SKU-140,2025-09-16,2025-12-09,2026-01-07,2026-01-15,2026-01-26,2026-01-28,Hapag-Lloyd,YM WELLNESS 629W,FOB,20GP,Shanghai,Manzanillo,1,"26.880,54",26880.54,,142.61,1777.7,1999.2,3.23,8515310100,35297.8,97365.8,5192.84,120266.24,8861.98,21184.34,0.0,0.0,18.3894,,,China
IMP-2025-0325,PO-202509-016,INV-1008-202509-0001,SUP-1008,SKU-112,16/09/2025,28/11/2025,26/12/2025,27/12/2025,03/01/2026,04/01/2026,Maersk,ONE APUS 262E,FOB,20GP,Wenzhou,Manzanillo,6,65353.51,"$392,121.06",7861.5,2261.75,12861.6,14150.5,44.47,8456 11 01 00,402244.31,740982.29,59278.58,1313613.4,6769.93,58802.71,0.0,0.0,18.4212,,,China
